ID,Second_ID,First_name,Last_Name,Computer Networks,Signals and Systems,Databases,Calculus,Operating Systems
4298024623,4298024623,Ehsan Mohammad,Balochi,1,7,3,16,11
0554309755,0554309755,Hashem Hashem,Mohebi,2,0,7,5,11
4544518108,4544518108,Reza Kamal,Jafari,2,2,18,1,20
2655713903,2655713903,Mohammad Chief,Jafari,19,20,7,6,3
4740649802,4740649802,Mohammad Mohammad,Sharbaaf,10,6,2,15,7
8972661708,8972661708,Kamal Reza,Mahi,2,19,17,5,15
1195966441,1195966441,Ehsan Chief,Mahi,15,17,8,11,3
4067092198,4067092198,Ehsan Ehsan,Rastegari,16,3,4,1,18
4441427592,4441427592,James Chief,Hami,1,13,16,3,12
9433480498,9433480498,Reza Master,Mahi,18,5,9,16,15
1176572347,1176572347,Jack Master,Mahi,15,9,7,9,17
5356677063,5356677063,Ali Master,Hami,0,19,12,8,5
2949786072,2949786072,James Kamal,Hami,18,10,10,20,4
1994564270,1994564270,Till Kamal,Mohebi,9,7,2,9,13
9826482031,9826482031,Till Ali,Jalali,12,9,3,0,17
7476463470,7476463470,Hashem Reza,Jafari,7,16,8,2,11
0099629632,0099629632,Kamal Mohammad,Mahi,18,4,11,1,15
7354935152,7354935152,Mohammad Till,Hami,18,10,20,20,7
8453004528,8453004528,Chief Ali,Mohebi,19,16,17,6,11
0999323468,0999323468,Jack Chief,Balochi,15,20,7,10,17
4570974488,4570974488,Reza Master,Rastegari,12,10,2,8,9
8128697856,8128697856,Ali Reza,Jafari,15,14,20,20,20
3504045308,3504045308,Reza Chief,Rastegari,1,18,1,2,18
1639243943,1639243943,Master Mohammad,Rastegari,12,6,20,6,8
8120952144,8120952144,Ali Ali,Balochi,17,11,11,2,1
4425110971,4425110971,Reza Kamal,Rastegari,17,7,17,2,16
0191991939,0191991939,Master Hashem,Mahi,18,13,17,13,4
5305217033,5305217033,Mohammad Hashem,Sharbaaf,18,14,15,7,18
3117488149,3117488149,Jack Reza,Jalali,17,16,5,0,9
5632126350,5632126350,Reza Kamal,Mahi,9,15,11,17,4
2481226490,2481226490,James Chief,Balochi,5,5,5,4,0
2543742475,2543742475,Kamal Ali,Rastegari,6,0,15,0,2
9547513213,9547513213,Kamal James,Mahi,18,4,5,7,6
1175280364,1175280364,Hashem Ehsan,Jalali,7,17,2,10,7
4626710933,4626710933,James Mohammad,Mohebi,15,5,18,8,20
3142380523,3142380523,Reza Ali,Mahi,7,0,6,19,6
3197056061,3197056061,James Mohammad,Rastegari,3,5,17,12,18
7032756078,7032756078,James Master,Hami,6,6,9,5,8
9580534214,9580534214,Mohammad Master,Sharbaaf,2,17,14,3,9
9362719608,9362719608,Master James,Sharbaaf,4,20,11,16,6
3434467193,3434467193,Reza Hashem,Mohebi,4,19,0,7,7
3056787692,3056787692,Chief Ali,Sharbaaf,0,9,0,0,1
4823204566,4823204566,Reza Ali,Balochi,12,14,1,5,2
9631256889,9631256889,Kamal Chief,Mohebi,16,17,9,19,1
1411130923,1411130923,Mohammad Kamal,Balochi,2,11,6,14,7
5039607712,5039607712,James James,Mahi,5,8,8,9,8
3563394449,3563394449,Hashem Hashem,Mohebi,14,14,15,8,14
5443489428,5443489428,Till Master,Mohebi,20,8,11,13,0
4846385157,4846385157,Reza Reza,Jafari,10,10,13,15,10
1734821080,1734821080,Ali Ehsan,Hami,7,13,20,12,9
3317127923,3317127923,James Chief,Jafari,13,16,14,1,11
0561314435,0561314435,Reza James,Balochi,0,17,20,8,7
3897202867,3897202867,Jack Ehsan,Jalali,19,13,3,12,16
3648567495,3648567495,Hashem Jack,Balochi,16,7,6,19,17
0956629669,0956629669,Hashem Ehsan,Sharbaaf,1,2,14,15,0
0554919759,0554919759,Ehsan James,Hami,11,18,12,11,20
5377412691,5377412691,Ehsan Jack,Jalali,0,17,2,4,3
9876857695,9876857695,Master Kamal,Jafari,5,10,2,6,1
2295372347,2295372347,Mohammad Hashem,Hami,6,19,4,19,12
5144402913,5144402913,James Master,Mahi,9,7,20,5,0
3642782043,3642782043,Reza Master,Jafari,17,10,5,16,0
4914156586,4914156586,Ali Till,Sharbaaf,1,6,20,4,19
4410335156,4410335156,Hashem Till,Rastegari,9,8,1,14,20
9741760967,9741760967,Master Ehsan,Balochi,18,14,5,5,12
3142625587,3142625587,Reza Ali,Hami,13,13,9,13,13
7338036272,7338036272,Master Chief,Sharbaaf,2,8,20,10,18
4133895941,4133895941,Hashem Reza,Sharbaaf,19,12,7,19,9
9737110637,9737110637,Hashem Ehsan,Balochi,6,8,18,0,17
4504083856,4504083856,Ehsan Ehsan,Balochi,5,10,18,8,14
7359014446,7359014446,Chief Master,Balochi,8,20,14,8,0
9646719344,9646719344,Ehsan Reza,Mohebi,6,15,0,0,9
8650373629,8650373629,Ehsan Jack,Mahi,14,10,3,11,6
3748468752,3748468752,Ali Jack,Mahi,10,14,20,6,13
2315215536,2315215536,Ehsan Kamal,Rastegari,11,13,6,7,7
0894812662,0894812662,Master Hashem,Jafari,1,2,18,17,9
8620557319,8620557319,Till Master,Balochi,17,17,6,1,17
4366341029,4366341029,Till Mohammad,Mahi,9,11,13,13,10
3222457195,3222457195,Kamal Reza,Mohebi,0,13,1,9,10
9398484788,9398484788,Hashem Hashem,Balochi,9,17,18,12,2
7477486586,7477486586,Reza Master,Mahi,5,15,1,0,4
5961676040,5961676040,Ehsan Kamal,Mahi,1,16,9,9,20
6604254703,6604254703,Hashem Reza,Mahi,15,13,0,13,19
6027491504,6027491504,Chief Ehsan,Balochi,15,15,0,4,19
2445571640,2445571640,Mohammad Reza,Mahi,18,19,14,2,9
6936202595,6936202595,Hashem Kamal,Mohebi,19,14,9,1,11
6846399927,6846399927,Chief Till,Balochi,18,2,3,20,5
7564190602,7564190602,Ali Hashem,Mahi,12,19,8,5,19
5518821624,5518821624,Ehsan Mohammad,Balochi,5,9,1,9,20
5179127444,5179127444,Till Ehsan,Mahi,18,13,3,10,12
7961681660,7961681660,Kamal Till,Mohebi,8,10,19,11,16
5032327768,5032327768,Reza Master,Rastegari,10,1,10,8,12
0733115920,0733115920,Mohammad Hashem,Mahi,18,4,20,13,8
5090245803,5090245803,Chief Ehsan,Balochi,9,2,7,17,5
8028219796,8028219796,Hashem Chief,Mahi,18,18,19,5,18
5197957678,5197957678,Chief Jack,Sharbaaf,4,20,11,4,1
7564761925,7564761925,Jack James,Balochi,3,5,16,17,11
1852581536,1852581536,Kamal Kamal,Sharbaaf,18,0,16,3,14
8823601870,8823601870,Till Chief,Jalali,0,1,19,0,0
7857876208,7857876208,Hashem Hashem,Jalali,13,20,13,5,19
6922095790,6922095790,Chief Mohammad,Balochi,16,7,8,10,8
6042241356,6042241356,Hashem James,Balochi,16,0,13,7,9
3367846329,3367846329,Ali Ehsan,Hami,2,7,5,14,6
1289382245,1289382245,Chief Till,Mahi,10,11,18,19,0
7342009381,7342009381,Till Hashem,Rastegari,10,15,13,17,9
1687043395,1687043395,Ali Ehsan,Jafari,18,13,10,15,11
2339317927,2339317927,Hashem Kamal,Rastegari,7,14,10,17,16
4993979638,4993979638,James Mohammad,Mohebi,12,16,5,7,15
2865722180,2865722180,Reza Kamal,Jafari,19,14,1,17,3
6705729541,6705729541,Reza Jack,Jalali,6,2,1,18,12
7853913795,7853913795,Kamal Hashem,Balochi,9,20,5,12,9
4165482795,4165482795,Hashem James,Jafari,18,12,11,2,20
9803522808,9803522808,Till Master,Jafari,5,5,11,6,12
9349119140,9349119140,James Ali,Hami,9,7,11,3,14
4927750830,4927750830,Till Hashem,Sharbaaf,3,5,5,1,18
5998322694,5998322694,Ehsan Chief,Jafari,9,8,5,20,12
4303166268,4303166268,Till Ali,Hami,7,10,2,3,5
7551499412,7551499412,Ali Reza,Mahi,18,0,0,1,7
0929523974,0929523974,Ehsan James,Jafari,17,4,7,10,1
8397354708,8397354708,Reza Mohammad,Jafari,16,1,11,1,13
2827855171,2827855171,Reza Till,Mahi,20,10,15,5,20
6275787631,6275787631,Mohammad James,Balochi,10,6,13,20,7
8334733170,8334733170,Ali Mohammad,Rastegari,6,2,0,10,18
5778257068,5778257068,Mohammad Till,Mohebi,1,16,6,9,5
9365816834,9365816834,Ehsan Reza,Jafari,0,3,20,7,15
7637293418,7637293418,Kamal Reza,Jalali,19,17,2,17,10
5784539337,5784539337,Mohammad Master,Sharbaaf,10,20,4,6,6
4090548034,4090548034,Ehsan Master,Balochi,10,8,4,16,5
7855573313,7855573313,Hashem Ehsan,Sharbaaf,1,4,5,14,20
8096154672,8096154672,Ehsan Jack,Mahi,2,2,8,13,16
8473168388,8473168388,Ehsan Master,Sharbaaf,17,9,13,16,19
4215080644,4215080644,Kamal Reza,Mahi,10,16,7,14,1
1589293742,1589293742,Master Ehsan,Jalali,2,14,1,20,5
8830882474,8830882474,Till Till,Sharbaaf,4,14,12,13,12
2245276392,2245276392,James Hashem,Hami,15,9,2,15,3
6558237929,6558237929,Till Kamal,Balochi,16,1,14,12,14
7152815801,7152815801,Mohammad Ali,Rastegari,6,11,2,1,20
0713127372,0713127372,James Ehsan,Balochi,5,11,4,11,12
1807053642,1807053642,Reza Mohammad,Mahi,15,15,4,15,14
2483638615,2483638615,Jack Master,Jalali,9,4,20,4,9
2705457378,2705457378,Till Till,Mohebi,9,15,18,5,11
4987819858,4987819858,James Jack,Sharbaaf,0,4,10,5,17
4013852800,4013852800,Chief Chief,Balochi,9,10,6,18,15
6564422818,6564422818,Jack Till,Hami,5,5,4,19,12
6678651260,6678651260,Master Ehsan,Hami,0,7,11,2,18
4536133867,4536133867,Ehsan Reza,Mohebi,10,10,10,5,15
2701039468,2701039468,Jack Chief,Hami,7,8,5,11,20
1520248703,1520248703,Kamal Master,Sharbaaf,13,7,18,14,16
0128810575,0128810575,Hashem Till,Rastegari,14,16,10,0,1
1385585124,1385585124,Chief James,Mahi,11,6,9,2,4
5155386816,5155386816,James Hashem,Sharbaaf,0,17,7,9,0
7491705416,7491705416,Reza Hashem,Jafari,4,2,2,8,18
2408468308,2408468308,Master Mohammad,Sharbaaf,12,10,16,6,14
6764596714,6764596714,Jack Till,Mahi,19,3,16,7,5
1659981436,1659981436,Mohammad Reza,Hami,13,6,9,12,17
8967617899,8967617899,Jack Master,Rastegari,13,20,19,14,10
0573202335,0573202335,Master James,Mahi,0,18,20,4,16
2476496445,2476496445,James James,Mohebi,15,13,11,2,12
1964526209,1964526209,Kamal James,Balochi,18,12,19,19,13
0954759182,0954759182,Ehsan Till,Jafari,15,7,15,12,12
5246651686,5246651686,Kamal James,Jalali,2,8,0,7,17
5810321415,5810321415,Hashem Kamal,Mohebi,3,3,16,17,16
6980914501,6980914501,Kamal Hashem,Mohebi,10,17,19,12,14
0049600396,0049600396,Mohammad Hashem,Mahi,0,8,8,11,17
5226070440,5226070440,Chief Ehsan,Mohebi,14,4,8,13,0
6259927607,6259927607,Chief Mohammad,Hami,2,11,19,7,16
9959450023,9959450023,Mohammad Ehsan,Jalali,5,15,5,6,17
2131617875,2131617875,Master Hashem,Balochi,3,5,6,7,12
6195533696,6195533696,Jack Master,Jafari,4,14,14,2,15
5350346467,5350346467,Reza Hashem,Mahi,15,2,19,10,15
0486347153,0486347153,James James,Jalali,0,10,8,10,12
5470652188,5470652188,Chief Reza,Jafari,0,9,5,16,20
6443365763,6443365763,Ehsan Jack,Hami,19,15,12,10,18
1402948404,1402948404,Hashem Mohammad,Jafari,4,3,5,19,3
0251103252,0251103252,Hashem James,Balochi,10,4,19,19,5
3043571160,3043571160,Ali Mohammad,Mohebi,9,17,20,14,12
1229223213,1229223213,Ehsan Ali,Jafari,5,6,17,1,10
4792260504,4792260504,Chief Ehsan,Jafari,20,4,1,13,0
2153621696,2153621696,Hashem Ehsan,Sharbaaf,20,20,0,10,2
4342014621,4342014621,Mohammad Jack,Rastegari,11,16,4,6,14
7018820420,7018820420,Master Kamal,Sharbaaf,15,18,3,15,8
1884543232,1884543232,Master Till,Balochi,8,7,6,13,18
9684706530,9684706530,James Ehsan,Sharbaaf,0,3,2,17,0
0012363577,0012363577,James Master,Mohebi,1,5,0,14,11
2897598285,2897598285,Jack Kamal,Hami,9,19,19,1,17
0016970715,0016970715,Jack Chief,Jafari,15,17,7,16,4
9974910546,9974910546,James Chief,Mohebi,15,2,13,18,18
8700120685,8700120685,Ehsan Hashem,Balochi,8,3,12,0,13
4051905649,4051905649,Hashem Mohammad,Sharbaaf,8,6,19,15,14
5519777169,5519777169,Ehsan Jack,Hami,11,10,13,10,19
4906932169,4906932169,Ehsan Ali,Jafari,7,5,4,2,9
1020823408,1020823408,Master Mohammad,Hami,5,20,2,19,11
3760978104,3760978104,Chief Chief,Rastegari,20,9,5,0,3
6701716304,6701716304,Ehsan Chief,Balochi,10,1,14,0,5
5867072431,5867072431,Chief Master,Mohebi,3,17,17,10,4
7811678640,7811678640,Master Ehsan,Hami,19,11,1,11,18
5847847020,5847847020,Chief Jack,Sharbaaf,7,6,0,14,4
6574513706,6574513706,Mohammad Kamal,Sharbaaf,20,8,4,18,1
2632430815,2632430815,Chief Master,Rastegari,17,7,4,19,16
4949485401,4949485401,Ehsan Reza,Hami,20,9,1,5,3
2227415968,2227415968,Jack Chief,Mahi,8,2,18,6,18
9940461431,9940461431,Hashem Jack,Sharbaaf,15,7,10,14,9
1517699042,1517699042,Chief Hashem,Rastegari,13,18,1,10,9
6131116419,6131116419,Chief Till,Balochi,4,1,5,6,20
7989260776,7989260776,Master James,Sharbaaf,16,3,17,12,20
5797643706,5797643706,Kamal Chief,Mohebi,2,17,12,2,0
6237265252,6237265252,Jack Master,Jafari,7,8,8,15,8
6507612723,6507612723,James Mohammad,Mohebi,6,5,18,18,8
9697691039,9697691039,Till Reza,Jafari,2,2,7,14,17
3986214379,3986214379,Kamal Reza,Rastegari,11,11,15,1,19
5884088593,5884088593,Reza Chief,Rastegari,18,18,12,7,3
1436910801,1436910801,Hashem James,Jafari,15,15,2,8,17
9913638817,9913638817,Kamal Mohammad,Mohebi,2,10,12,14,14
9467589143,9467589143,Chief Ehsan,Hami,8,19,5,7,13
4965029982,4965029982,Mohammad Chief,Balochi,8,13,7,20,17
7905891028,7905891028,Jack Reza,Balochi,15,19,6,16,12
1934451997,1934451997,Kamal Till,Hami,12,3,9,16,1
7203530029,7203530029,Hashem Jack,Mohebi,10,11,12,8,17
1895994679,1895994679,Hashem Hashem,Rastegari,15,15,9,13,15
3857732432,3857732432,Hashem Chief,Jalali,18,9,0,9,19
7934945591,7934945591,Hashem Reza,Hami,11,6,14,5,9
4452374548,4452374548,Reza Ehsan,Rastegari,12,16,0,15,13
2822187684,2822187684,Till Ali,Hami,11,9,9,9,18
4832811899,4832811899,James Reza,Jafari,3,9,0,4,15
3176208898,3176208898,Master Kamal,Jafari,16,14,14,17,19
2464390432,2464390432,Ehsan Chief,Jalali,8,0,12,17,1
6604155961,6604155961,Ehsan Till,Hami,1,13,3,6,16
5671387390,5671387390,Mohammad Ali,Hami,4,14,20,2,6
9714946287,9714946287,Chief James,Jafari,6,5,14,7,4
7083461135,7083461135,Jack Ali,Sharbaaf,7,16,16,8,5
9530690470,9530690470,Kamal Ali,Sharbaaf,20,0,12,14,14
1643976994,1643976994,Mohammad Mohammad,Jalali,1,3,0,15,2
8539630526,8539630526,Hashem James,Sharbaaf,4,18,12,17,6
3460710012,3460710012,Till Master,Sharbaaf,10,2,9,15,4
6966035883,6966035883,Master Master,Rastegari,17,4,1,7,3
1560092221,1560092221,Jack Mohammad,Rastegari,1,6,9,12,4
1797731616,1797731616,Hashem Chief,Rastegari,13,4,15,5,5
2937095905,2937095905,Ehsan Hashem,Rastegari,17,12,13,18,14
0120838065,0120838065,James James,Sharbaaf,1,14,8,9,4
9225813345,9225813345,Kamal Jack,Jafari,10,14,14,15,7
1029831510,1029831510,Master Hashem,Mohebi,11,1,8,20,7
4199058937,4199058937,Reza Ehsan,Mahi,10,3,13,12,13
8627866846,8627866846,Jack Mohammad,Hami,5,6,6,0,13
4368778947,4368778947,Mohammad Ali,Hami,11,18,0,12,9
0266870999,0266870999,Ehsan Hashem,Balochi,7,13,4,3,17
4632212720,4632212720,Chief Jack,Jalali,12,2,1,0,6
0665165639,0665165639,Reza Ali,Rastegari,13,18,0,1,12
1938512319,1938512319,Ali Mohammad,Mahi,15,16,6,14,6
2087188925,2087188925,Jack James,Rastegari,1,2,10,8,11
9057116478,9057116478,Kamal Till,Mohebi,19,6,16,12,12
8984793636,8984793636,Ehsan Till,Balochi,19,17,11,5,17
7999278341,7999278341,James Kamal,Jalali,0,9,5,9,19
9483969975,9483969975,Jack James,Hami,16,5,14,11,16
3498594550,3498594550,Kamal Reza,Balochi,4,7,18,7,19
0872151410,0872151410,Ehsan Hashem,Rastegari,9,15,1,10,11
9887940661,9887940661,Mohammad Ali,Rastegari,12,3,7,20,0
7492926669,7492926669,Chief Ali,Mahi,17,18,16,11,9
7460930992,7460930992,Master Hashem,Jalali,7,18,12,18,15
6390142243,6390142243,Reza Kamal,Hami,18,1,10,3,19
9869251637,9869251637,Ehsan Chief,Rastegari,19,12,9,2,14
2194459816,2194459816,Kamal Chief,Balochi,17,14,1,14,19
1359293688,1359293688,Ehsan Till,Mahi,12,0,13,17,1
8594634320,8594634320,Hashem Ali,Hami,8,7,3,6,3
0165065841,0165065841,Till Chief,Balochi,2,7,0,14,19
4034062399,4034062399,Jack Ali,Rastegari,12,17,14,4,17
1312138647,1312138647,Master Mohammad,Mahi,5,19,15,16,17
8131495507,8131495507,Ali Master,Mohebi,10,15,11,8,20
8544254846,8544254846,Jack Ali,Sharbaaf,11,5,15,8,16
6195628394,6195628394,Ehsan Jack,Rastegari,6,5,8,17,18
5503379021,5503379021,Ali Ehsan,Hami,4,19,17,12,8
5159571439,5159571439,Chief Mohammad,Hami,9,18,4,10,6
4517948368,4517948368,Chief Reza,Balochi,14,8,9,0,1
7193615605,7193615605,Jack Chief,Jalali,7,3,9,16,5
9672207229,9672207229,Kamal Ali,Hami,14,4,7,13,11
1973719747,1973719747,Mohammad Chief,Jafari,11,11,5,1,0
9568055493,9568055493,Ali James,Mohebi,3,8,6,20,14
3157904134,3157904134,Master Ali,Rastegari,8,6,20,12,12
8395549729,8395549729,Till Chief,Hami,4,12,18,13,12
0316922455,0316922455,Master Reza,Mohebi,16,15,9,16,16
3547654914,3547654914,Chief Kamal,Mahi,8,2,13,13,7
9877731069,9877731069,Ali Till,Mohebi,11,4,9,13,9
3913349971,3913349971,Chief Master,Mahi,5,13,13,19,19
5273048314,5273048314,Ehsan Jack,Balochi,3,16,10,9,8
1185159328,1185159328,Ehsan Reza,Rastegari,3,17,20,4,7
4954312242,4954312242,Jack Ehsan,Rastegari,13,20,11,2,12
7432741436,7432741436,Ehsan Till,Mohebi,15,20,3,7,17
4025667375,4025667375,Reza Ali,Hami,6,12,13,16,17
1401890961,1401890961,Hashem Master,Mahi,17,8,2,0,12
6485978084,6485978084,Jack Ali,Rastegari,3,13,2,11,4
3900215555,3900215555,Master Master,Jafari,15,5,8,4,13
6833491079,6833491079,Ali Till,Jafari,0,11,13,0,1
3544033635,3544033635,Chief Ehsan,Jalali,15,0,16,7,3
2903131239,2903131239,Master James,Jafari,0,6,2,3,15
0552305652,0552305652,Till Ehsan,Mahi,18,9,19,2,17
7454594156,7454594156,Ehsan Jack,Balochi,4,6,16,5,2
1096317751,1096317751,Ehsan Mohammad,Jalali,12,17,7,19,14
1609979782,1609979782,Hashem Chief,Mohebi,3,2,19,8,8
9267125591,9267125591,Hashem Chief,Rastegari,3,6,7,18,16
0378653772,0378653772,James Mohammad,Mahi,17,16,19,19,4
4454539523,4454539523,Ali Hashem,Mahi,13,2,13,19,18
7897551974,7897551974,Jack Mohammad,Sharbaaf,20,8,15,2,16
7480814847,7480814847,James Reza,Mahi,13,5,1,15,5
6682738621,6682738621,Till Till,Sharbaaf,13,12,2,5,8
8926335615,8926335615,Mohammad Master,Jafari,2,1,7,14,14
0525350604,0525350604,Ali Chief,Hami,14,1,11,17,6
9256042946,9256042946,Jack Jack,Hami,4,20,11,10,7
5824770410,5824770410,James Ehsan,Hami,13,9,10,5,0
8769832853,8769832853,Master Till,Mahi,4,20,4,19,19
9273740702,9273740702,Ali Ali,Mohebi,11,13,15,20,8
9055795982,9055795982,Ehsan Till,Rastegari,5,10,8,4,0
5925978263,5925978263,Kamal Mohammad,Rastegari,11,19,14,18,20
8191314796,8191314796,Ali Master,Mahi,6,13,5,15,6
4314152640,4314152640,Hashem Reza,Rastegari,18,15,19,0,18
3558578615,3558578615,Ali Kamal,Mohebi,3,1,13,17,4
7728413233,7728413233,Master James,Jafari,4,17,7,6,12
7256953832,7256953832,Chief Till,Rastegari,3,8,8,15,4
1409881059,1409881059,Hashem Hashem,Sharbaaf,7,1,11,17,4
3659589247,3659589247,Mohammad Kamal,Jafari,4,12,15,6,11
3592376459,3592376459,Master Till,Jafari,20,3,8,5,15
0729494738,0729494738,Hashem Mohammad,Balochi,2,18,2,12,8
8433904430,8433904430,Kamal Master,Hami,11,0,2,6,1
1238223217,1238223217,Mohammad Master,Balochi,2,2,11,18,8
3495485622,3495485622,Reza James,Hami,10,15,20,4,8
9785914548,9785914548,James Ali,Mohebi,15,8,19,8,7
0927730326,0927730326,Ali Hashem,Jafari,5,6,7,5,2
2147036447,2147036447,James Ehsan,Mohebi,9,20,8,7,18
6041614352,6041614352,Till Kamal,Hami,12,4,1,8,8
9444585223,9444585223,Master Till,Jalali,0,0,1,18,8
3915083245,3915083245,Chief Kamal,Rastegari,18,3,1,5,9
1997707648,1997707648,Chief Reza,Mohebi,20,17,5,6,0
0460229917,0460229917,Reza Till,Jalali,20,11,8,12,0
4628484964,4628484964,Till Chief,Jalali,4,16,10,20,0
3254984416,3254984416,Ali Mohammad,Hami,17,19,12,9,20
6624161888,6624161888,Kamal Master,Jalali,2,6,11,11,5
0266905863,0266905863,Chief Till,Mahi,9,6,6,4,8
1524957808,1524957808,Reza Master,Balochi,15,18,17,14,13
2292224462,2292224462,Hashem Reza,Mahi,6,20,8,11,15
7203970967,7203970967,Ehsan Kamal,Balochi,2,11,16,14,11
5003221811,5003221811,Jack Mohammad,Jafari,13,3,15,14,20
4771675026,4771675026,Master Ali,Jafari,19,3,6,17,0
5016449817,5016449817,Mohammad Reza,Sharbaaf,5,9,15,12,4
8776286068,8776286068,Master Chief,Mahi,18,7,3,14,13
6463788298,6463788298,Chief Hashem,Rastegari,7,3,6,3,4
8895377555,8895377555,Ali Chief,Rastegari,8,11,5,13,14
0036368017,0036368017,Till Ali,Mahi,11,5,9,3,4
2140735799,2140735799,Ehsan Ali,Hami,4,2,12,20,2
9548919474,9548919474,Till Reza,Mahi,18,19,8,17,2
2333594769,2333594769,Ali Ehsan,Jafari,6,11,18,6,1
3175548670,3175548670,Hashem Hashem,Mahi,15,12,10,15,0
8701745261,8701745261,James Hashem,Mahi,20,13,2,16,6
