ID,Second_ID,First_name,Last_Name,Computer Networks,Signals and Systems,Databases,Calculus,Operating Systems
3241734096,3241734096,Ali Till,Hami,13,14,4,17,4
9206382609,9206382609,Hashem Ali,Hami,3,18,16,0,19
7332808041,7332808041,Ali Till,Hami,2,19,10,9,7
5284177919,5284177919,Ali Hashem,Jalali,4,0,16,13,12
6185738647,6185738647,Reza Hashem,Mohebi,14,12,17,9,4
9572339165,9572339165,Till Chief,Mahi,14,16,9,19,17
6662159434,6662159434,Ali Kamal,Jalali,8,19,7,8,13
1239211405,1239211405,Ali Kamal,Hami,15,10,1,8,14
8714042099,8714042099,Reza Hashem,Mahi,1,1,8,10,20
8560841019,8560841019,Ehsan Mohammad,Jalali,7,3,10,9,12
5634649631,5634649631,Mohammad Ali,Mohebi,12,8,17,0,3
2125559222,2125559222,Mohammad Master,Jalali,3,12,10,8,14
4823455665,4823455665,Kamal Reza,Mahi,19,16,9,19,18
3673989705,3673989705,Reza Hashem,Mohebi,20,0,0,18,18
3757919096,3757919096,Chief Kamal,Jalali,16,14,14,2,8
6383339561,6383339561,Master Ehsan,Hami,8,15,20,6,14
6879140832,6879140832,Till Hashem,Jalali,13,7,3,12,16
5479643609,5479643609,Ali Reza,Sharbaaf,15,2,0,3,0
6360913551,6360913551,Ali Hashem,Balochi,15,18,0,19,0
2761393982,2761393982,Ali Kamal,Mahi,19,0,3,16,15
5914538538,5914538538,James Hashem,Balochi,14,6,15,17,8
9456024565,9456024565,Ali James,Sharbaaf,20,5,19,16,0
7224406502,7224406502,Mohammad Master,Mahi,6,8,17,11,7
6980625872,6980625872,Till Mohammad,Balochi,6,5,0,6,17
6352496367,6352496367,Till Reza,Sharbaaf,18,15,9,19,1
5457303178,5457303178,Chief Ehsan,Mohebi,9,18,11,2,10
7544209088,7544209088,Jack Ali,Sharbaaf,3,7,14,19,0
2189656468,2189656468,Hashem Reza,Rastegari,16,15,16,17,10
3679703518,3679703518,Hashem Hashem,Sharbaaf,3,18,8,8,13
9993217782,9993217782,Ehsan Kamal,Jafari,20,12,14,1,1
9840160839,9840160839,Master Ehsan,Balochi,20,0,4,6,11
9485155952,9485155952,Till Master,Balochi,16,13,20,14,4
2633859685,2633859685,Ehsan James,Mahi,7,5,19,5,11
2513324452,2513324452,Jack Hashem,Balochi,0,18,0,5,7
4060571190,4060571190,Ali Chief,Mahi,1,4,0,6,1
5706145985,5706145985,Till Mohammad,Sharbaaf,4,15,5,1,7
1995510152,1995510152,Master James,Jalali,12,0,2,3,12
3513673145,3513673145,James Ali,Jalali,16,5,5,10,13
0274068942,0274068942,Master James,Sharbaaf,0,9,12,11,8
9567727308,9567727308,Master Hashem,Hami,6,11,5,13,3
2751818888,2751818888,Ehsan Jack,Rastegari,17,0,10,13,17
8813169479,8813169479,Reza Ehsan,Sharbaaf,6,14,2,4,11
2298825604,2298825604,Reza Jack,Jafari,16,3,5,10,13
0261770855,0261770855,Hashem Reza,Sharbaaf,6,0,5,16,20
7506239289,7506239289,Kamal Chief,Hami,11,14,20,7,2
7743809809,7743809809,Chief Till,Balochi,16,14,13,5,10
2684593476,2684593476,Till Ehsan,Jalali,8,18,14,10,8
2188461847,2188461847,Ali Chief,Balochi,13,14,11,16,14
6256305576,6256305576,Mohammad Ali,Balochi,2,13,6,18,1
2264507340,2264507340,Hashem Mohammad,Rastegari,15,5,10,11,11
6275601895,6275601895,Master Mohammad,Mohebi,0,9,3,10,2
2637549935,2637549935,Ehsan Reza,Mohebi,13,0,8,14,4
6760810938,6760810938,Jack Kamal,Jafari,19,10,0,4,2
8698775913,8698775913,Till Chief,Mohebi,7,14,1,7,16
2679865943,2679865943,James Ehsan,Jalali,6,7,4,20,18
4423936775,4423936775,Till Master,Jafari,15,20,6,12,2
5635164036,5635164036,Ehsan Kamal,Jafari,15,13,12,8,1
8868037124,8868037124,Mohammad Mohammad,Balochi,0,7,8,14,4
3195144521,3195144521,Jack James,Mahi,11,5,3,1,15
9887721969,9887721969,James Mohammad,Sharbaaf,1,3,2,14,19
9604174191,9604174191,James Ehsan,Hami,4,1,5,11,3
6565344357,6565344357,Hashem James,Sharbaaf,6,12,6,10,14
9636553891,9636553891,Chief Ali,Jafari,12,20,9,7,17
9260890232,9260890232,Chief Ehsan,Jalali,0,3,19,20,3
7499389294,7499389294,Chief Till,Balochi,18,7,16,12,19
2051535439,2051535439,Master James,Rastegari,19,13,4,10,7
8685074017,8685074017,Jack Jack,Jalali,1,19,13,5,12
